batch_id,region,planned_delivery,actual_delivery,transport_days,delivery_status,delivery_delay_days,critical_delay_ship,on_time_flag
BCH000034,North America,2023-07-08,2023-07-12,4,Delayed,4,1,0
BCH000742,North America,2023-07-21,2023-07-24,5,Delayed,3,1,0
BCH000119,North America,2023-07-26,2023-07-27,3,On-time,1,0,1
BCH000604,Central America,2023-12-28,2023-12-29,3,On-time,1,0,1
BCH000129,Eastern Europe,2023-10-01,2023-10-02,6,On-time,1,0,1
BCH000011,North America,2023-10-12,2023-10-14,2,Delayed,2,1,0
BCH000381,South America,2023-11-03,2023-11-03,3,On-time,0,0,1
BCH000037,Western Europe,2023-11-15,2023-11-17,5,Delayed,2,1,0
BCH000142,South America,2023-08-28,2023-08-29,3,On-time,1,0,1
BCH000687,Western Europe,2023-08-23,2023-08-24,5,On-time,1,0,1
BCH000385,Western Europe,2023-08-16,2023-08-17,4,On-time,1,0,1
BCH000556,South Asia,2023-11-08,2023-11-08,6,On-time,0,0,1
BCH000560,Eastern Europe,2023-08-17,2023-08-18,5,On-time,1,0,1
BCH000358,North America,2023-11-18,2023-11-24,2,Delayed,6,1,0
BCH000215,East Asia,2023-10-18,2023-10-18,7,On-time,0,0,1
BCH000586,Western Europe,2023-12-27,2023-12-28,4,On-time,1,0,1
BCH000535,South America,2023-11-21,2023-11-22,3,On-time,1,0,1
BCH000168,Eastern Europe,2023-09-06,2023-09-06,5,On-time,0,0,1
BCH000020,South America,2023-08-26,2023-08-27,4,On-time,1,0,1
BCH000658,Eastern Europe,2023-12-02,2023-12-02,5,On-time,0,0,1
BCH000328,South America,2023-12-19,2023-12-21,3,Delayed,2,1,0
BCH000777,North America,2023-10-17,2023-10-21,6,Delayed,4,1,0
BCH000278,Eastern Europe,2023-07-21,2023-07-24,8,Delayed,3,1,0
BCH000172,Western Europe,2023-11-15,2023-11-17,4,Delayed,2,1,0
BCH000029,South America,2023-11-21,2023-11-21,3,On-time,0,0,1
BCH000506,Central America,2023-12-22,2023-12-23,4,On-time,1,0,1
BCH000785,Western Europe,2023-07-07,2023-07-11,5,Delayed,4,1,0
BCH000284,Western Europe,2023-07-06,2023-07-09,7,Delayed,3,1,0
BCH000350,South Asia,2023-12-11,2023-12-11,6,On-time,0,0,1
BCH000786,East Asia,2023-11-05,2023-11-06,8,On-time,1,0,1
BCH000520,North America,2023-10-21,2023-10-22,2,On-time,1,0,1
BCH000696,North America,2023-12-30,2023-12-30,2,On-time,0,0,1
BCH000575,North America,2023-07-30,2023-07-31,3,On-time,1,0,1
BCH000696,Western Europe,2024-01-01,2024-01-01,4,On-time,0,0,1
BCH000144,South Asia,2023-07-20,2023-07-20,6,On-time,0,0,1
BCH000699,Eastern Europe,2023-11-21,2023-11-29,8,Delayed,8,1,0
BCH000706,Western Europe,2023-11-28,2023-11-28,4,On-time,0,0,1
BCH000375,East Asia,2023-08-19,2023-08-23,8,Delayed,4,1,0
BCH000787,South America,2023-10-23,2023-10-26,4,Delayed,3,1,0
BCH000680,Eastern Europe,2023-07-08,2023-07-16,5,Delayed,8,1,0
BCH000432,South Asia,2024-01-03,2024-01-14,9,Delayed,11,1,0
BCH000121,South Asia,2023-12-10,2023-12-11,6,On-time,1,0,1
BCH000514,Eastern Europe,2023-07-07,2023-07-07,5,On-time,0,0,1
BCH000122,South Asia,2023-09-11,2023-09-13,8,Delayed,2,1,0
BCH000536,South Asia,2023-10-15,2023-10-15,6,On-time,0,0,1
BCH000573,Western Europe,2023-12-22,2023-12-24,5,Delayed,2,1,0
BCH000115,East Asia,2023-10-24,2023-10-24,7,On-time,0,0,1
BCH000557,North America,2023-11-13,2023-11-14,3,On-time,1,0,1
BCH000725,East Asia,2023-12-16,2023-12-17,8,On-time,1,0,1
BCH000613,Western Europe,2023-09-30,2023-09-30,4,On-time,0,0,1
BCH000082,East Asia,2023-10-30,2023-10-30,7,On-time,0,0,1
BCH000169,South America,2023-12-15,2023-12-17,3,Delayed,2,1,0
BCH000562,Central America,2023-10-18,2023-10-18,3,On-time,0,0,1
BCH000076,North America,2023-12-03,2023-12-07,6,Delayed,4,1,0
BCH000318,Eastern Europe,2023-12-02,2023-12-06,8,Delayed,4,1,0
BCH000316,Western Europe,2023-08-03,2023-08-07,5,Delayed,4,1,0
BCH000691,East Asia,2023-08-06,2023-08-09,10,Delayed,3,1,0
BCH000437,East Asia,2023-11-23,2023-11-27,7,Delayed,4,1,0
BCH000635,South America,2023-11-06,2023-11-12,7,Delayed,6,1,0
BCH000508,North America,2023-10-21,2023-10-23,2,Delayed,2,1,0
BCH000088,South America,2023-12-06,2023-12-10,4,Delayed,4,1,0
BCH000040,Western Europe,2023-08-11,2023-08-11,4,On-time,0,0,1
BCH000114,South America,2023-09-16,2023-09-18,3,Delayed,2,1,0
BCH000307,North America,2023-08-13,2023-08-13,2,On-time,0,0,1
BCH000773,South Asia,2023-07-16,2023-07-16,6,On-time,0,0,1
BCH000155,Eastern Europe,2023-09-06,2023-09-13,5,Delayed,7,1,0
BCH000498,North America,2023-09-11,2023-09-12,3,On-time,1,0,1
BCH000690,East Asia,2023-08-13,2023-08-18,7,Delayed,5,1,0
BCH000618,Central America,2023-07-15,2023-07-15,3,On-time,0,0,1
BCH000005,Central America,2023-11-26,2023-11-26,3,On-time,0,0,1
BCH000659,East Asia,2023-10-30,2023-10-30,7,On-time,0,0,1
BCH000028,South America,2023-11-19,2023-11-21,3,Delayed,2,1,0
BCH000339,North America,2023-12-14,2023-12-15,3,On-time,1,0,1
BCH000492,South Asia,2023-11-07,2023-11-07,6,On-time,0,0,1
BCH000192,Central America,2023-08-05,2023-08-07,5,Delayed,2,1,0
BCH000232,South Asia,2023-11-23,2023-11-23,6,On-time,0,0,1
BCH000606,South Asia,2023-07-25,2023-08-02,10,Delayed,8,1,0
BCH000425,Western Europe,2023-12-22,2023-12-23,4,On-time,1,0,1
BCH000468,East Asia,2023-08-05,2023-08-09,7,Delayed,4,1,0
BCH000579,Western Europe,2023-11-28,2023-11-30,4,Delayed,2,1,0
BCH000780,Central America,2023-12-05,2023-12-08,3,Delayed,3,1,0
BCH000198,South Asia,2023-09-23,2023-09-26,9,Delayed,3,1,0
BCH000458,South America,2023-11-13,2023-11-17,3,Delayed,4,1,0
BCH000227,Central America,2023-09-30,2023-10-02,3,Delayed,2,1,0
BCH000313,North America,2023-12-11,2023-12-11,2,On-time,0,0,1
BCH000113,North America,2023-07-26,2023-08-04,5,Delayed,9,1,0
BCH000641,Central America,2023-09-25,2023-09-25,3,On-time,0,0,1
BCH000483,South America,2023-08-02,2023-08-05,3,Delayed,3,1,0
BCH000727,South Asia,2023-12-28,2023-12-30,7,Delayed,2,1,0
BCH000410,Western Europe,2023-08-09,2023-08-10,5,On-time,1,0,1
BCH000643,Central America,2023-07-23,2023-07-26,4,Delayed,3,1,0
BCH000363,South America,2023-09-10,2023-09-13,4,Delayed,3,1,0
BCH000540,North America,2023-09-19,2023-09-21,2,Delayed,2,1,0
BCH000111,South America,2023-11-17,2023-11-17,3,On-time,0,0,1
BCH000110,Central America,2023-11-03,2023-11-04,3,On-time,1,0,1
BCH000588,South America,2023-09-11,2023-09-12,4,On-time,1,0,1
BCH000759,South America,2023-11-04,2023-11-10,3,Delayed,6,1,0
BCH000601,North America,2023-11-25,2023-11-27,2,Delayed,2,1,0
BCH000499,South America,2023-10-07,2023-10-07,3,On-time,0,0,1
BCH000267,Central America,2023-08-25,2023-08-29,6,Delayed,4,1,0
BCH000346,Central America,2023-12-30,2023-12-31,4,On-time,1,0,1
BCH000249,Central America,2023-07-27,2023-07-31,3,Delayed,4,1,0
BCH000138,South America,2023-11-20,2023-11-28,3,Delayed,8,1,0
BCH000091,East Asia,2023-12-03,2023-12-04,8,On-time,1,0,1
BCH000698,Western Europe,2023-12-07,2023-12-12,8,Delayed,5,1,0
BCH000456,North America,2023-09-17,2023-09-18,2,On-time,1,0,1
BCH000108,East Asia,2023-10-17,2023-10-17,7,On-time,0,0,1
BCH000571,Eastern Europe,2023-12-29,2023-12-30,5,On-time,1,0,1
BCH000782,Central America,2023-12-26,2023-12-28,5,Delayed,2,1,0
BCH000146,East Asia,2023-08-11,2023-08-13,8,Delayed,2,1,0
BCH000457,South Asia,2023-09-14,2023-09-14,6,On-time,0,0,1
BCH000213,South America,2023-10-29,2023-10-29,3,On-time,0,0,1
BCH000224,South America,2023-08-06,2023-08-06,3,On-time,0,0,1
BCH000681,Central America,2023-07-15,2023-07-15,3,On-time,0,0,1
BCH000305,Central America,2023-12-30,2023-12-30,3,On-time,0,0,1
BCH000091,North America,2023-11-28,2023-11-29,3,On-time,1,0,1
BCH000137,South Asia,2023-08-18,2023-08-27,7,Delayed,9,1,0
BCH000150,East Asia,2023-11-15,2023-11-17,7,Delayed,2,1,0
BCH000328,South Asia,2023-12-22,2023-12-24,6,Delayed,2,1,0
BCH000185,South Asia,2023-12-21,2023-12-23,8,Delayed,2,1,0
BCH000314,South America,2023-10-09,2023-10-17,3,Delayed,8,1,0
BCH000631,Western Europe,2023-08-01,2023-08-02,4,On-time,1,0,1
BCH000621,Central America,2023-08-28,2023-09-01,4,Delayed,4,1,0
BCH000740,South America,2023-09-06,2023-09-06,3,On-time,0,0,1
BCH000624,North America,2023-08-06,2023-08-06,2,On-time,0,0,1
BCH000726,South Asia,2023-12-14,2023-12-18,7,Delayed,4,1,0
BCH000096,North America,2023-12-03,2023-12-05,3,Delayed,2,1,0
BCH000481,Eastern Europe,2023-08-29,2023-08-30,6,On-time,1,0,1
BCH000306,North America,2023-09-16,2023-09-19,3,Delayed,3,1,0
BCH000768,East Asia,2023-11-05,2023-11-05,7,On-time,0,0,1
BCH000627,Central America,2023-09-17,2023-09-17,3,On-time,0,0,1
BCH000559,South Asia,2023-11-14,2023-11-17,9,Delayed,3,1,0
BCH000745,North America,2023-11-24,2023-12-01,2,Delayed,7,1,0
BCH000164,East Asia,2023-10-06,2023-10-06,7,On-time,0,0,1
BCH000484,South Asia,2023-07-21,2023-07-23,6,Delayed,2,1,0
BCH000746,Eastern Europe,2023-09-08,2023-09-11,5,Delayed,3,1,0
BCH000612,Western Europe,2023-11-22,2023-11-26,4,Delayed,4,1,0
BCH000671,North America,2023-07-05,2023-07-05,2,On-time,0,0,1
BCH000749,Central America,2023-07-30,2023-08-01,4,Delayed,2,1,0
BCH000469,North America,2023-11-16,2023-11-17,3,On-time,1,0,1
BCH000686,South America,2023-09-29,2023-09-30,3,On-time,1,0,1
BCH000736,Eastern Europe,2023-09-21,2023-09-25,8,Delayed,4,1,0
BCH000294,North America,2023-07-11,2023-07-16,2,Delayed,5,1,0
BCH000789,Central America,2023-08-11,2023-08-12,3,On-time,1,0,1
BCH000610,Western Europe,2023-08-26,2023-08-26,4,On-time,0,0,1
BCH000380,South America,2023-08-01,2023-08-01,3,On-time,0,0,1
BCH000202,East Asia,2023-10-18,2023-10-19,8,On-time,1,0,1
BCH000669,South Asia,2023-10-14,2023-10-15,7,On-time,1,0,1
BCH000331,North America,2023-11-11,2023-11-15,4,Delayed,4,1,0
BCH000370,East Asia,2023-11-05,2023-11-09,9,Delayed,4,1,0
BCH000083,Eastern Europe,2023-10-24,2023-10-24,5,On-time,0,0,1
BCH000524,North America,2023-07-06,2023-07-09,2,Delayed,3,1,0
BCH000174,Eastern Europe,2023-12-24,2023-12-27,6,Delayed,3,1,0
BCH000749,South America,2023-07-30,2023-08-04,7,Delayed,5,1,0
BCH000455,North America,2023-11-28,2023-12-03,3,Delayed,5,1,0
BCH000507,Western Europe,2023-11-25,2023-11-26,5,On-time,1,0,1
BCH000283,East Asia,2023-11-17,2023-11-24,7,Delayed,7,1,0
BCH000502,South America,2023-11-11,2023-11-11,3,On-time,0,0,1
BCH000689,East Asia,2023-09-09,2023-09-15,11,Delayed,6,1,0
BCH000175,Central America,2023-09-19,2023-09-25,4,Delayed,6,1,0
BCH000771,North America,2023-07-18,2023-07-18,2,On-time,0,0,1
BCH000638,Central America,2023-08-04,2023-08-07,3,Delayed,3,1,0
BCH000511,Eastern Europe,2023-10-25,2023-10-29,5,Delayed,4,1,0
BCH000243,Western Europe,2023-09-20,2023-09-27,5,Delayed,7,1,0
BCH000490,Eastern Europe,2023-12-24,2023-12-29,6,Delayed,5,1,0
BCH000311,South Asia,2023-07-31,2023-08-04,9,Delayed,4,1,0
BCH000735,South Asia,2023-08-18,2023-08-21,9,Delayed,3,1,0
BCH000540,South America,2023-09-20,2023-09-22,3,Delayed,2,1,0
BCH000273,Central America,2023-11-05,2023-11-09,7,Delayed,4,1,0
BCH000196,South America,2023-09-05,2023-09-07,3,Delayed,2,1,0
BCH000566,South Asia,2023-08-22,2023-08-23,7,On-time,1,0,1
BCH000472,East Asia,2023-08-11,2023-08-18,7,Delayed,7,1,0
BCH000476,East Asia,2023-12-09,2023-12-09,7,On-time,0,0,1
BCH000215,Eastern Europe,2023-10-16,2023-10-16,5,On-time,0,0,1
BCH000285,Central America,2023-10-24,2023-10-25,3,On-time,1,0,1
BCH000292,South Asia,2023-12-22,2023-12-23,7,On-time,1,0,1
BCH000167,Eastern Europe,2023-08-03,2023-08-04,6,On-time,1,0,1
BCH000779,South America,2023-12-16,2023-12-24,3,Delayed,8,1,0
BCH000664,Eastern Europe,2023-11-17,2023-11-18,5,On-time,1,0,1
BCH000353,East Asia,2023-11-08,2023-11-10,7,Delayed,2,1,0
BCH000267,South Asia,2023-08-28,2023-08-30,7,Delayed,2,1,0
BCH000376,Central America,2023-12-04,2023-12-07,6,Delayed,3,1,0
BCH000482,Central America,2023-08-31,2023-09-01,4,On-time,1,0,1
BCH000796,Central America,2023-11-06,2023-11-06,3,On-time,0,0,1
BCH000603,Western Europe,2023-10-19,2023-10-29,7,Delayed,10,1,0
BCH000756,South Asia,2023-08-03,2023-08-08,10,Delayed,5,1,0
BCH000740,Central America,2023-09-06,2023-09-06,3,On-time,0,0,1
BCH000466,North America,2023-11-25,2023-11-27,2,Delayed,2,1,0
BCH000700,Western Europe,2023-07-30,2023-08-01,6,Delayed,2,1,0
BCH000799,East Asia,2023-12-14,2023-12-15,7,On-time,1,0,1
BCH000488,Eastern Europe,2023-08-03,2023-08-11,6,Delayed,8,1,0
BCH000692,South Asia,2023-09-18,2023-09-22,9,Delayed,4,1,0
BCH000415,Eastern Europe,2023-11-05,2023-11-11,8,Delayed,6,1,0
BCH000515,Eastern Europe,2023-10-15,2023-10-15,5,On-time,0,0,1
BCH000430,Central America,2023-08-11,2023-08-14,3,Delayed,3,1,0
BCH000602,East Asia,2024-01-02,2024-01-09,7,Delayed,7,1,0
BCH000064,East Asia,2023-10-22,2023-10-22,7,On-time,0,0,1
BCH000182,East Asia,2023-10-18,2023-10-22,7,Delayed,4,1,0
BCH000530,South America,2023-07-30,2023-08-01,4,Delayed,2,1,0
BCH000714,South America,2023-12-07,2023-12-07,3,On-time,0,0,1
BCH000120,Central America,2023-09-10,2023-09-16,5,Delayed,6,1,0
BCH000390,Western Europe,2023-08-15,2023-08-18,4,Delayed,3,1,0
BCH000027,Central America,2023-12-05,2023-12-06,4,On-time,1,0,1
BCH000402,Central America,2023-10-24,2023-10-25,3,On-time,1,0,1
BCH000128,Western Europe,2023-08-24,2023-08-25,5,On-time,1,0,1
BCH000495,Eastern Europe,2023-12-22,2023-12-25,7,Delayed,3,1,0
BCH000728,North America,2023-09-10,2023-09-10,2,On-time,0,0,1
BCH000702,Western Europe,2023-12-07,2023-12-13,4,Delayed,6,1,0
BCH000693,Eastern Europe,2023-09-15,2023-09-22,5,Delayed,7,1,0
BCH000772,South Asia,2023-12-23,2023-12-24,7,On-time,1,0,1
BCH000557,South America,2023-11-14,2023-11-14,3,On-time,0,0,1
BCH000070,North America,2023-11-27,2023-11-29,3,Delayed,2,1,0
BCH000419,South Asia,2023-12-13,2023-12-14,7,On-time,1,0,1
BCH000180,East Asia,2023-08-11,2023-08-16,9,Delayed,5,1,0
BCH000564,North America,2023-08-10,2023-08-14,6,Delayed,4,1,0
BCH000657,Eastern Europe,2023-11-21,2023-11-21,5,On-time,0,0,1
BCH000428,Eastern Europe,2023-08-06,2023-08-08,7,Delayed,2,1,0
BCH000523,Eastern Europe,2023-07-21,2023-07-22,6,On-time,1,0,1
BCH000344,Western Europe,2023-08-18,2023-08-23,7,Delayed,5,1,0
BCH000413,South Asia,2023-10-17,2023-10-17,6,On-time,0,0,1
BCH000651,Central America,2023-10-27,2023-10-30,4,Delayed,3,1,0
BCH000718,Eastern Europe,2023-09-16,2023-09-17,6,On-time,1,0,1
BCH000154,East Asia,2023-10-18,2023-10-22,9,Delayed,4,1,0
BCH000298,North America,2023-11-30,2023-11-30,2,On-time,0,0,1
BCH000601,Western Europe,2023-11-27,2023-11-29,4,Delayed,2,1,0
BCH000662,Western Europe,2023-11-22,2023-11-24,5,Delayed,2,1,0
BCH000302,Eastern Europe,2023-10-14,2023-10-15,6,On-time,1,0,1
BCH000582,South Asia,2023-07-16,2023-07-18,8,Delayed,2,1,0
BCH000694,East Asia,2023-12-18,2023-12-19,8,On-time,1,0,1
BCH000162,Central America,2023-11-12,2023-11-12,3,On-time,0,0,1
BCH000003,Central America,2023-08-27,2023-08-30,3,Delayed,3,1,0
BCH000584,Eastern Europe,2023-11-07,2023-11-08,6,On-time,1,0,1
BCH000485,North America,2023-10-29,2023-11-05,3,Delayed,7,1,0
BCH000734,Central America,2023-10-04,2023-10-12,3,Delayed,8,1,0
BCH000459,Central America,2023-12-21,2023-12-25,3,Delayed,4,1,0
BCH000561,Central America,2023-08-20,2023-08-20,3,On-time,0,0,1
BCH000407,East Asia,2023-08-20,2023-08-20,7,On-time,0,0,1
BCH000552,South Asia,2023-07-15,2023-07-16,7,On-time,1,0,1
BCH000747,South Asia,2023-07-30,2023-07-31,6,On-time,1,0,1
BCH000516,East Asia,2023-11-23,2023-11-28,7,Delayed,5,1,0
BCH000073,Eastern Europe,2023-10-03,2023-10-07,8,Delayed,4,1,0
BCH000609,Eastern Europe,2024-01-02,2024-01-03,5,On-time,1,0,1
BCH000554,East Asia,2023-11-30,2023-12-09,11,Delayed,9,1,0
BCH000427,North America,2023-11-21,2023-11-24,2,Delayed,3,1,0
BCH000309,South Asia,2023-11-16,2023-11-20,6,Delayed,4,1,0
BCH000374,Central America,2023-11-17,2023-11-17,3,On-time,0,0,1
BCH000036,Central America,2023-12-05,2023-12-10,3,Delayed,5,1,0
BCH000024,North America,2023-07-04,2023-07-04,2,On-time,0,0,1
BCH000592,South America,2023-10-01,2023-10-01,3,On-time,0,0,1
BCH000637,South Asia,2023-09-03,2023-09-03,6,On-time,0,0,1
BCH000149,Western Europe,2023-08-15,2023-08-18,4,Delayed,3,1,0
BCH000100,Central America,2023-12-26,2023-12-30,3,Delayed,4,1,0
BCH000021,Eastern Europe,2023-10-05,2023-10-06,6,On-time,1,0,1
BCH000751,South Asia,2023-07-21,2023-07-22,7,On-time,1,0,1
BCH000172,South Asia,2023-11-17,2023-11-19,6,Delayed,2,1,0
BCH000364,East Asia,2023-07-29,2023-07-29,7,On-time,0,0,1
BCH000587,Eastern Europe,2023-08-03,2023-08-04,6,On-time,1,0,1
BCH000286,Eastern Europe,2023-10-31,2023-11-03,5,Delayed,3,1,0
BCH000220,North America,2023-12-13,2023-12-13,2,On-time,0,0,1
BCH000316,South America,2023-08-02,2023-08-07,5,Delayed,5,1,0
BCH000510,East Asia,2023-07-21,2023-07-25,7,Delayed,4,1,0
BCH000297,South America,2023-08-20,2023-08-24,7,Delayed,4,1,0
BCH000443,South Asia,2023-10-02,2023-10-02,6,On-time,0,0,1
BCH000372,North America,2023-08-06,2023-08-12,3,Delayed,6,1,0
BCH000104,South America,2023-12-03,2023-12-04,4,On-time,1,0,1
BCH000046,Central America,2023-07-13,2023-07-16,6,Delayed,3,1,0
BCH000352,South Asia,2023-09-06,2023-09-06,6,On-time,0,0,1
BCH000489,South America,2023-07-04,2023-07-07,3,Delayed,3,1,0
BCH000095,East Asia,2023-08-06,2023-08-06,7,On-time,0,0,1
BCH000791,East Asia,2023-09-18,2023-09-18,7,On-time,0,0,1
BCH000388,North America,2023-11-18,2023-11-19,2,On-time,1,0,1
BCH000636,East Asia,2023-10-17,2023-10-19,9,Delayed,2,1,0
BCH000783,South America,2023-11-13,2023-11-13,3,On-time,0,0,1
BCH000048,South America,2023-09-23,2023-09-23,3,On-time,0,0,1
BCH000614,Western Europe,2023-12-07,2023-12-07,4,On-time,0,0,1
BCH000010,Eastern Europe,2023-08-23,2023-08-23,5,On-time,0,0,1
BCH000118,Eastern Europe,2023-11-06,2023-11-12,8,Delayed,6,1,0
BCH000031,Eastern Europe,2023-12-17,2023-12-23,5,Delayed,6,1,0
BCH000366,Central America,2023-10-12,2023-10-12,3,On-time,0,0,1
BCH000287,South America,2023-09-24,2023-09-24,3,On-time,0,0,1
BCH000139,East Asia,2023-07-10,2023-07-10,7,On-time,0,0,1
BCH000580,South Asia,2023-11-27,2023-11-29,6,Delayed,2,1,0
BCH000161,South America,2023-07-21,2023-07-24,3,Delayed,3,1,0
BCH000703,South America,2023-12-29,2023-12-29,3,On-time,0,0,1
BCH000599,North America,2023-09-24,2023-09-27,3,Delayed,3,1,0
BCH000039,East Asia,2023-12-12,2023-12-19,7,Delayed,7,1,0
BCH000669,South America,2023-10-11,2023-10-12,4,On-time,1,0,1
BCH000259,South Asia,2024-01-01,2024-01-04,6,Delayed,3,1,0
BCH000569,North America,2023-07-28,2023-07-30,3,Delayed,2,1,0
BCH000547,East Asia,2023-07-24,2023-08-01,7,Delayed,8,1,0
BCH000551,North America,2023-12-06,2023-12-07,3,On-time,1,0,1
BCH000226,Central America,2023-07-31,2023-08-01,4,On-time,1,0,1
BCH000533,North America,2023-07-18,2023-07-19,2,On-time,1,0,1
BCH000190,North America,2023-07-24,2023-07-27,2,Delayed,3,1,0
BCH000553,Central America,2023-10-20,2023-10-23,3,Delayed,3,1,0
BCH000345,Eastern Europe,2023-12-05,2023-12-11,5,Delayed,6,1,0
BCH000341,Western Europe,2023-10-11,2023-10-15,4,Delayed,4,1,0
BCH000205,Central America,2023-12-02,2023-12-03,4,On-time,1,0,1
BCH000616,East Asia,2023-11-17,2023-11-17,7,On-time,0,0,1
BCH000656,Western Europe,2023-07-23,2023-07-24,5,On-time,1,0,1
BCH000204,South Asia,2023-08-25,2023-08-25,6,On-time,0,0,1
BCH000777,South Asia,2023-10-21,2023-10-21,6,On-time,0,0,1
BCH000149,Eastern Europe,2023-08-16,2023-08-19,5,Delayed,3,1,0
BCH000121,South America,2023-12-07,2023-12-09,4,Delayed,2,1,0
BCH000414,East Asia,2023-11-07,2023-11-07,7,On-time,0,0,1
BCH000555,South America,2023-10-17,2023-10-17,3,On-time,0,0,1
BCH000305,Western Europe,2023-12-31,2023-12-31,4,On-time,0,0,1
BCH000534,Western Europe,2023-12-25,2023-12-27,4,Delayed,2,1,0
BCH000355,Eastern Europe,2023-10-21,2023-10-21,5,On-time,0,0,1
BCH000622,North America,2023-11-12,2023-11-14,4,Delayed,2,1,0
BCH000587,East Asia,2023-08-05,2023-08-05,7,On-time,0,0,1
BCH000077,North America,2023-09-30,2023-09-30,2,On-time,0,0,1
BCH000420,North America,2023-09-29,2023-09-29,2,On-time,0,0,1
BCH000296,North America,2023-08-30,2023-09-02,4,Delayed,3,1,0
BCH000001,South Asia,2023-12-26,2024-01-02,6,Delayed,7,1,0
BCH000765,Western Europe,2023-07-26,2023-07-28,6,Delayed,2,1,0
BCH000794,Western Europe,2023-10-31,2023-10-31,4,On-time,0,0,1
BCH000418,Western Europe,2023-12-28,2023-12-30,5,Delayed,2,1,0
BCH000710,South America,2023-07-21,2023-07-21,3,On-time,0,0,1
BCH000060,South Asia,2023-08-12,2023-08-12,6,On-time,0,0,1
BCH000153,South Asia,2023-07-11,2023-07-18,6,Delayed,7,1,0
BCH000026,Eastern Europe,2023-11-13,2023-11-15,6,Delayed,2,1,0
BCH000720,North America,2023-07-03,2023-07-09,6,Delayed,6,1,0
BCH000589,North America,2023-08-31,2023-09-03,4,Delayed,3,1,0
BCH000379,Central America,2023-12-29,2023-12-29,3,On-time,0,0,1
BCH000321,North America,2023-07-16,2023-07-16,2,On-time,0,0,1
BCH000340,North America,2023-08-13,2023-08-13,2,On-time,0,0,1
BCH000788,South America,2023-12-01,2023-12-03,3,Delayed,2,1,0
BCH000279,East Asia,2023-12-11,2023-12-11,7,On-time,0,0,1
BCH000068,South America,2023-11-25,2023-11-30,5,Delayed,5,1,0
BCH000260,East Asia,2023-12-16,2023-12-17,8,On-time,1,0,1
BCH000684,South America,2023-11-03,2023-11-04,4,On-time,1,0,1
BCH000420,East Asia,2023-10-04,2023-10-04,7,On-time,0,0,1
BCH000265,Western Europe,2023-11-10,2023-11-14,7,Delayed,4,1,0
BCH000590,North America,2023-08-21,2023-08-22,2,On-time,1,0,1
